strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
oc43/KF572866/8164_09/2009	KF572866	8164_09	2009-03-XX	Human	China	Betacoronavirus_1	oc43	beta	full
oc43/KF572867/8375_09/2009	KF572867	8375_09	2009-04-XX	Human	China	Betacoronavirus_1	oc43	beta	full
oc43/KF572868/892A_08/2008	KF572868	892A_08	2008-10-XX	Human	China	Betacoronavirus_1	oc43	beta	full
oc43/KF572870/9001_09/2009	KF572870	9001_09	2009-08-XX	Human	China	Betacoronavirus_1	oc43	beta	full
oc43/KF572871/9138_09/2009	KF572871	9138_09	2009-10-XX	Human	China	Betacoronavirus_1	oc43	beta	full
oc43/KF572872/978A_08/2008	KF572872	978A_08	2008-10-XX	Human	China	Betacoronavirus_1	oc43	beta	full
oc43/KF963231/HCoV_OC43/FRA_EPI/Caen/2001/02/2001	KF963231	HCoV_OC43/FRA_EPI/Caen/2001/02	2001-02-07	Human	France	Betacoronavirus_1	oc43	beta	full
oc43/KF963232/HCoV_OC43/FRA_EPI/Caen/2002/03/2002	KF963232	HCoV_OC43/FRA_EPI/Caen/2002/03	2002-03-12	Human	France	Betacoronavirus_1	oc43	beta	full
oc43/KF963235/HCoV_OC43/FRA_EPI/Caen/2004/06/2004	KF963235	HCoV_OC43/FRA_EPI/Caen/2004/06	2004-02-20	Human	France	Betacoronavirus_1	oc43	beta	full
oc43/KF963240/HCoV_OC43/FRA_EPI/Caen/2009/11/2009	KF963240	HCoV_OC43/FRA_EPI/Caen/2009/11	2009-11-02	Human	France	Betacoronavirus_1	oc43	beta	full
oc43/KF963242/HCoV_OC43/FRA_EPI/Caen/2011/13/2011	KF963242	HCoV_OC43/FRA_EPI/Caen/2011/13	2011-11-20	Human	France	Betacoronavirus_1	oc43	beta	full
oc43/KF963243/HCoV_OC43/FRA_EPI/Caen/2012/14/2012	KF963243	HCoV_OC43/FRA_EPI/Caen/2012/14	2012-03-30	Human	France	Betacoronavirus_1	oc43	beta	full
oc43/KF963244/HCoV_OC43/FRA_EPI/Caen/2013/15/2013	KF963244	HCoV_OC43/FRA_EPI/Caen/2013/15	2013-03-18	Human	France	Betacoronavirus_1	oc43	beta	full
oc43/MH121121/HCoV_OC43/USA/ACRI_0213/2016/2016	MH121121	HCoV_OC43/USA/ACRI_0213/2016	2016-12-19	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/MF374984/HCoV_OC43/USA/TCNP_00204/2017/2017	MF374984	HCoV_OC43/USA/TCNP_00204/2017	2017-01-03	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/MF374985/HCoV_OC43/USA/TCNP_00212/2017/2017	MF374985	HCoV_OC43/USA/TCNP_00212/2017	2017-01-17	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/MF374983/HCoV_OC43/USA/TCNP_0070/2016/2016	MF374983	HCoV_OC43/USA/TCNP_0070/2016	2016-02-01	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/LC331068/HCoV_OC43/Yamagata.JPN/02.15_0022/2015	LC331068	HCoV_OC43/Yamagata.JPN/02.15_0022	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331069/HCoV_OC43/Yamagata.JPN/02.15_0076/2015	LC331069	HCoV_OC43/Yamagata.JPN/02.15_0076	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331070/HCoV_OC43/Yamagata.JPN/02.15_0083/2015	LC331070	HCoV_OC43/Yamagata.JPN/02.15_0083	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506845/HCoV_OC43/Yamagata.JPN/02.2015_0077/2015	LC506845	HCoV_OC43/Yamagata.JPN/02.2015_0077	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331071/HCoV_OC43/Yamagata.JPN/03.15_0087/2015	LC331071	HCoV_OC43/Yamagata.JPN/03.15_0087	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506767/HCoV_OC43/Yamagata.JPN/03.2010_0241/2010	LC506767	HCoV_OC43/Yamagata.JPN/03.2010_0241	2010-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506846/HCoV_OC43/Yamagata.JPN/03.2015_0086/2015	LC506846	HCoV_OC43/Yamagata.JPN/03.2015_0086	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506847/HCoV_OC43/Yamagata.JPN/03.2015_0088/2015	LC506847	HCoV_OC43/Yamagata.JPN/03.2015_0088	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506848/HCoV_OC43/Yamagata.JPN/03.2015_0093/2015	LC506848	HCoV_OC43/Yamagata.JPN/03.2015_0093	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506849/HCoV_OC43/Yamagata.JPN/03.2015_0101/2015	LC506849	HCoV_OC43/Yamagata.JPN/03.2015_0101	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506850/HCoV_OC43/Yamagata.JPN/03.2015_0128/2015	LC506850	HCoV_OC43/Yamagata.JPN/03.2015_0128	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506851/HCoV_OC43/Yamagata.JPN/03.2015_0129/2015	LC506851	HCoV_OC43/Yamagata.JPN/03.2015_0129	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506852/HCoV_OC43/Yamagata.JPN/03.2015_0130/2015	LC506852	HCoV_OC43/Yamagata.JPN/03.2015_0130	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506853/HCoV_OC43/Yamagata.JPN/03.2015_0131/2015	LC506853	HCoV_OC43/Yamagata.JPN/03.2015_0131	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506854/HCoV_OC43/Yamagata.JPN/03.2015_0134/2015	LC506854	HCoV_OC43/Yamagata.JPN/03.2015_0134	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506855/HCoV_OC43/Yamagata.JPN/03.2015_0136/2015	LC506855	HCoV_OC43/Yamagata.JPN/03.2015_0136	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331072/HCoV_OC43/Yamagata.JPN/04.15_0214/2015	LC331072	HCoV_OC43/Yamagata.JPN/04.15_0214	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506768/HCoV_OC43/Yamagata.JPN/04.2010_0251/2010	LC506768	HCoV_OC43/Yamagata.JPN/04.2010_0251	2010-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506801/HCoV_OC43/Yamagata.JPN/04.2012_0168/2012	LC506801	HCoV_OC43/Yamagata.JPN/04.2012_0168	2012-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506815/HCoV_OC43/Yamagata.JPN/04.2013_0289/2013	LC506815	HCoV_OC43/Yamagata.JPN/04.2013_0289	2013-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506856/HCoV_OC43/Yamagata.JPN/04.2015_0137/2015	LC506856	HCoV_OC43/Yamagata.JPN/04.2015_0137	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506857/HCoV_OC43/Yamagata.JPN/04.2015_0140/2015	LC506857	HCoV_OC43/Yamagata.JPN/04.2015_0140	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506858/HCoV_OC43/Yamagata.JPN/04.2015_0142/2015	LC506858	HCoV_OC43/Yamagata.JPN/04.2015_0142	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506859/HCoV_OC43/Yamagata.JPN/04.2015_0144/2015	LC506859	HCoV_OC43/Yamagata.JPN/04.2015_0144	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506860/HCoV_OC43/Yamagata.JPN/04.2015_0147/2015	LC506860	HCoV_OC43/Yamagata.JPN/04.2015_0147	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506861/HCoV_OC43/Yamagata.JPN/04.2015_0151/2015	LC506861	HCoV_OC43/Yamagata.JPN/04.2015_0151	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506862/HCoV_OC43/Yamagata.JPN/04.2015_0152/2015	LC506862	HCoV_OC43/Yamagata.JPN/04.2015_0152	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506863/HCoV_OC43/Yamagata.JPN/04.2015_0154/2015	LC506863	HCoV_OC43/Yamagata.JPN/04.2015_0154	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506864/HCoV_OC43/Yamagata.JPN/04.2015_0155/2015	LC506864	HCoV_OC43/Yamagata.JPN/04.2015_0155	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506865/HCoV_OC43/Yamagata.JPN/04.2015_0158/2015	LC506865	HCoV_OC43/Yamagata.JPN/04.2015_0158	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506867/HCoV_OC43/Yamagata.JPN/04.2015_0209/2015	LC506867	HCoV_OC43/Yamagata.JPN/04.2015_0209	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506869/HCoV_OC43/Yamagata.JPN/04.2015_0211/2015	LC506869	HCoV_OC43/Yamagata.JPN/04.2015_0211	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506870/HCoV_OC43/Yamagata.JPN/04.2015_0213/2015	LC506870	HCoV_OC43/Yamagata.JPN/04.2015_0213	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331073/HCoV_OC43/Yamagata.JPN/05.15_0234/2015	LC331073	HCoV_OC43/Yamagata.JPN/05.15_0234	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331074/HCoV_OC43/Yamagata.JPN/05.15_0248/2015	LC331074	HCoV_OC43/Yamagata.JPN/05.15_0248	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506802/HCoV_OC43/Yamagata.JPN/05.2012_0279/2012	LC506802	HCoV_OC43/Yamagata.JPN/05.2012_0279	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506803/HCoV_OC43/Yamagata.JPN/05.2012_0283/2012	LC506803	HCoV_OC43/Yamagata.JPN/05.2012_0283	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506816/HCoV_OC43/Yamagata.JPN/05.2013_0300/2013	LC506816	HCoV_OC43/Yamagata.JPN/05.2013_0300	2013-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506871/HCoV_OC43/Yamagata.JPN/05.2015_0215/2015	LC506871	HCoV_OC43/Yamagata.JPN/05.2015_0215	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506873/HCoV_OC43/Yamagata.JPN/05.2015_0218/2015	LC506873	HCoV_OC43/Yamagata.JPN/05.2015_0218	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506874/HCoV_OC43/Yamagata.JPN/05.2015_0220/2015	LC506874	HCoV_OC43/Yamagata.JPN/05.2015_0220	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506875/HCoV_OC43/Yamagata.JPN/05.2015_0223/2015	LC506875	HCoV_OC43/Yamagata.JPN/05.2015_0223	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506876/HCoV_OC43/Yamagata.JPN/05.2015_0224/2015	LC506876	HCoV_OC43/Yamagata.JPN/05.2015_0224	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506877/HCoV_OC43/Yamagata.JPN/05.2015_0225/2015	LC506877	HCoV_OC43/Yamagata.JPN/05.2015_0225	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506878/HCoV_OC43/Yamagata.JPN/05.2015_0228/2015	LC506878	HCoV_OC43/Yamagata.JPN/05.2015_0228	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506879/HCoV_OC43/Yamagata.JPN/05.2015_0229/2015	LC506879	HCoV_OC43/Yamagata.JPN/05.2015_0229	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506880/HCoV_OC43/Yamagata.JPN/05.2015_0230/2015	LC506880	HCoV_OC43/Yamagata.JPN/05.2015_0230	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506881/HCoV_OC43/Yamagata.JPN/05.2015_0232/2015	LC506881	HCoV_OC43/Yamagata.JPN/05.2015_0232	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506882/HCoV_OC43/Yamagata.JPN/05.2015_0233/2015	LC506882	HCoV_OC43/Yamagata.JPN/05.2015_0233	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506883/HCoV_OC43/Yamagata.JPN/05.2015_0235/2015	LC506883	HCoV_OC43/Yamagata.JPN/05.2015_0235	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506884/HCoV_OC43/Yamagata.JPN/05.2015_0236/2015	LC506884	HCoV_OC43/Yamagata.JPN/05.2015_0236	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506885/HCoV_OC43/Yamagata.JPN/05.2015_0275/2015	LC506885	HCoV_OC43/Yamagata.JPN/05.2015_0275	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506886/HCoV_OC43/Yamagata.JPN/05.2015_0279/2015	LC506886	HCoV_OC43/Yamagata.JPN/05.2015_0279	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506887/HCoV_OC43/Yamagata.JPN/05.2015_0282/2015	LC506887	HCoV_OC43/Yamagata.JPN/05.2015_0282	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506888/HCoV_OC43/Yamagata.JPN/05.2015_0284/2015	LC506888	HCoV_OC43/Yamagata.JPN/05.2015_0284	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506950/HCoV_OC43/Yamagata.JPN/05.2015_0285/2015	LC506950	HCoV_OC43/Yamagata.JPN/05.2015_0285	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506889/HCoV_OC43/Yamagata.JPN/05.2015_0287/2015	LC506889	HCoV_OC43/Yamagata.JPN/05.2015_0287	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506890/HCoV_OC43/Yamagata.JPN/05.2015_0288/2015	LC506890	HCoV_OC43/Yamagata.JPN/05.2015_0288	2015-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506917/HCoV_OC43/Yamagata.JPN/05.2017_0193/2017	LC506917	HCoV_OC43/Yamagata.JPN/05.2017_0193	2017-01-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506918/HCoV_OC43/Yamagata.JPN/05.2017_0247/2017	LC506918	HCoV_OC43/Yamagata.JPN/05.2017_0247	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331075/HCoV_OC43/Yamagata.JPN/06.15_0350/2015	LC331075	HCoV_OC43/Yamagata.JPN/06.15_0350	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506804/HCoV_OC43/Yamagata.JPN/06.2012_0291/2012	LC506804	HCoV_OC43/Yamagata.JPN/06.2012_0291	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506805/HCoV_OC43/Yamagata.JPN/06.2012_0369/2012	LC506805	HCoV_OC43/Yamagata.JPN/06.2012_0369	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506806/HCoV_OC43/Yamagata.JPN/06.2012_0371/2012	LC506806	HCoV_OC43/Yamagata.JPN/06.2012_0371	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506817/HCoV_OC43/Yamagata.JPN/06.2013_0348/2013	LC506817	HCoV_OC43/Yamagata.JPN/06.2013_0348	2013-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506818/HCoV_OC43/Yamagata.JPN/06.2013_0375/2013	LC506818	HCoV_OC43/Yamagata.JPN/06.2013_0375	2013-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506819/HCoV_OC43/Yamagata.JPN/06.2013_0378/2013	LC506819	HCoV_OC43/Yamagata.JPN/06.2013_0378	2013-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506832/HCoV_OC43/Yamagata.JPN/06.2014_0378/2014	LC506832	HCoV_OC43/Yamagata.JPN/06.2014_0378	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506891/HCoV_OC43/Yamagata.JPN/06.2015_0290/2015	LC506891	HCoV_OC43/Yamagata.JPN/06.2015_0290	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506892/HCoV_OC43/Yamagata.JPN/06.2015_0291/2015	LC506892	HCoV_OC43/Yamagata.JPN/06.2015_0291	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506893/HCoV_OC43/Yamagata.JPN/06.2015_0294/2015	LC506893	HCoV_OC43/Yamagata.JPN/06.2015_0294	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506894/HCoV_OC43/Yamagata.JPN/06.2015_0297/2015	LC506894	HCoV_OC43/Yamagata.JPN/06.2015_0297	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506895/HCoV_OC43/Yamagata.JPN/06.2015_0300/2015	LC506895	HCoV_OC43/Yamagata.JPN/06.2015_0300	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506896/HCoV_OC43/Yamagata.JPN/06.2015_0301/2015	LC506896	HCoV_OC43/Yamagata.JPN/06.2015_0301	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506897/HCoV_OC43/Yamagata.JPN/06.2015_0303/2015	LC506897	HCoV_OC43/Yamagata.JPN/06.2015_0303	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506898/HCoV_OC43/Yamagata.JPN/06.2015_0351/2015	LC506898	HCoV_OC43/Yamagata.JPN/06.2015_0351	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506900/HCoV_OC43/Yamagata.JPN/06.2015_0359/2015	LC506900	HCoV_OC43/Yamagata.JPN/06.2015_0359	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506919/HCoV_OC43/Yamagata.JPN/06.2017_0266/2017	LC506919	HCoV_OC43/Yamagata.JPN/06.2017_0266	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506920/HCoV_OC43/Yamagata.JPN/06.2017_0300/2017	LC506920	HCoV_OC43/Yamagata.JPN/06.2017_0300	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506820/HCoV_OC43/Yamagata.JPN/07.2013_0380/2013	LC506820	HCoV_OC43/Yamagata.JPN/07.2013_0380	2013-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506899/HCoV_OC43/Yamagata.JPN/07.2015_0353/2015	LC506899	HCoV_OC43/Yamagata.JPN/07.2015_0353	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506901/HCoV_OC43/Yamagata.JPN/07.2015_0361/2015	LC506901	HCoV_OC43/Yamagata.JPN/07.2015_0361	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506902/HCoV_OC43/Yamagata.JPN/07.2015_0368/2015	LC506902	HCoV_OC43/Yamagata.JPN/07.2015_0368	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506903/HCoV_OC43/Yamagata.JPN/07.2015_0369/2015	LC506903	HCoV_OC43/Yamagata.JPN/07.2015_0369	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506904/HCoV_OC43/Yamagata.JPN/07.2015_0373/2015	LC506904	HCoV_OC43/Yamagata.JPN/07.2015_0373	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506905/HCoV_OC43/Yamagata.JPN/07.2015_0416/2015	LC506905	HCoV_OC43/Yamagata.JPN/07.2015_0416	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506906/HCoV_OC43/Yamagata.JPN/07.2015_0417/2015	LC506906	HCoV_OC43/Yamagata.JPN/07.2015_0417	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506907/HCoV_OC43/Yamagata.JPN/07.2015_0418/2015	LC506907	HCoV_OC43/Yamagata.JPN/07.2015_0418	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506908/HCoV_OC43/Yamagata.JPN/07.2015_0424/2015	LC506908	HCoV_OC43/Yamagata.JPN/07.2015_0424	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506909/HCoV_OC43/Yamagata.JPN/07.2015_0425/2015	LC506909	HCoV_OC43/Yamagata.JPN/07.2015_0425	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
